state,congress,s_upper,s_lower,state_name,race_type,election_name,voter_power,D_running,R_running,cook_rating,name of ballot,ballot_type,source,ballot notes,description,dropdown type,get involved link,supporting organization link
55,,,038,Wisconsin,State Leg (Lower),State House District 38,10.0,,,,,,,,,,,
55,,,039,Wisconsin,State Leg (Lower),State House District 39,10.0,,,,,,,,,,,
55,,,040,Wisconsin,State Leg (Lower),State House District 40,44.0,,,,,,,,,,,
55,,,041,Wisconsin,State Leg (Lower),State House District 41,80.0,Julia Henley,Tony Kurtz (incumbent),,,,,,,,,
55,,,042,Wisconsin,State Leg (Lower),State House District 42,23.0,,,,,,,,,,,
55,,,043,Wisconsin,State Leg (Lower),State House District 43,47.0,,,,,,,,,,,
55,,,044,Wisconsin,State Leg (Lower),State House District 44,19.0,,,,,,,,,,,
55,,,045,Wisconsin,State Leg (Lower),State House District 45,25.0,,,,,,,,,,,
55,,,046,Wisconsin,State Leg (Lower),State House District 46,48.0,,,,,,,,,,,
55,,,047,Wisconsin,State Leg (Lower),State House District 47,3.0,,,,,,,,,,,
55,,,048,Wisconsin,State Leg (Lower),State House District 48,6.0,,,,,,,,,,,
55,,,049,Wisconsin,State Leg (Lower),State House District 49,92.0,Scott Walker,Travis Tranel (incumbent),,,,,,,,,
55,,,050,Wisconsin,State Leg (Lower),State House District 50,21.0,,,,,,,,,,,
55,,,051,Wisconsin,State Leg (Lower),State House District 51,35.0,,,,,,,,,,,
55,,,052,Wisconsin,State Leg (Lower),State House District 52,60.0,,,,,,,,,,,
55,,,053,Wisconsin,State Leg (Lower),State House District 53,97.0,Duane Shukoski,Dean Kaufert,,,,,,,,,
55,,,054,Wisconsin,State Leg (Lower),State House District 54,61.0,,,,,,,,,,,
55,,,055,Wisconsin,State Leg (Lower),State House District 55,25.0,,,,,,,,,,,
55,,,056,Wisconsin,State Leg (Lower),State House District 56,10.0,,,,,,,,,,,
55,,,057,Wisconsin,State Leg (Lower),State House District 57,9.0,,,,,,,,,,,
55,,,058,Wisconsin,State Leg (Lower),State House District 58,3.0,,,,,,,,,,,
55,,,059,Wisconsin,State Leg (Lower),State House District 59,2.0,,,,,,,,,,,
55,,,060,Wisconsin,State Leg (Lower),State House District 60,42.0,,,,,,,,,,,
55,,,061,Wisconsin,State Leg (Lower),State House District 61,87.0,Lu Ann Bird,Robert Donovan (incumbent),,,,,,,,,
55,,,062,Wisconsin,State Leg (Lower),State House District 62,14.0,,,,,,,,,,,
55,,,063,Wisconsin,State Leg (Lower),State House District 63,25.0,,,,,,,,,,,
55,,,064,Wisconsin,State Leg (Lower),State House District 64,31.0,,,,,,,,,,,
55,,,065,Wisconsin,State Leg (Lower),State House District 65,34.0,,,,,,,,,,,
55,,,066,Wisconsin,State Leg (Lower),State House District 66,43.0,,,,,,,,,,,
55,,,067,Wisconsin,State Leg (Lower),State House District 67,21.0,,,,,,,,,,,
55,,,068,Wisconsin,State Leg (Lower),State House District 68,9.0,,,,,,,,,,,
55,,,069,Wisconsin,State Leg (Lower),State House District 69,7.0,,,,,,,,,,,
55,,,070,Wisconsin,State Leg (Lower),State House District 70,37.0,,,,,,,,,,,
55,,,071,Wisconsin,State Leg (Lower),State House District 71,55.0,,,,,,,,,,,
55,,,072,Wisconsin,State Leg (Lower),State House District 72,31.0,,,,,,,,,,,
55,,,073,Wisconsin,State Leg (Lower),State House District 73,14.0,,,,,,,,,,,
55,,,074,Wisconsin,State Leg (Lower),State House District 74,42.0,,,,,,,,,,,
55,,,075,Wisconsin,State Leg (Lower),State House District 75,14.0,,,,,,,,,,,
55,,,076,Wisconsin,State Leg (Lower),State House District 76,1.0,,,,,,,,,,,
55,,,077,Wisconsin,State Leg (Lower),State House District 77,1.0,,,,,,,,,,,
55,,,078,Wisconsin,State Leg (Lower),State House District 78,1.0,,,,,,,,,,,
55,,,079,Wisconsin,State Leg (Lower),State House District 79,1.0,,,,,,,,,,,
55,,,080,Wisconsin,State Leg (Lower),State House District 80,3.0,,,,,,,,,,,
55,,,081,Wisconsin,State Leg (Lower),State House District 81,5.0,,,,,,,,,,,
55,,,082,Wisconsin,State Leg (Lower),State House District 82,34.0,Kevin Reilly,Scott Allen (incumbent),,,,,,,,,
55,,,083,Wisconsin,State Leg (Lower),State House District 83,11.0,,,,,,,,,,,
55,,,084,Wisconsin,State Leg (Lower),State House District 84,3.0,,,,,,,,,,,
55,,,085,Wisconsin,State Leg (Lower),State House District 85,97.0,Yee Leng Xiong,Patrick Snyder (incumbent),,,,,,,,,
55,,,086,Wisconsin,State Leg (Lower),State House District 86,15.0,,,,,,,,,,,
55,,,087,Wisconsin,State Leg (Lower),State House District 87,17.0,,,,,,,,,,,
55,,,088,Wisconsin,State Leg (Lower),State House District 88,88.0,Christy Welch,Benjamin Franklin,,,,,,,,,
55,,,089,Wisconsin,State Leg (Lower),State House District 89,100.0,Ryan Spaude,Patrick Buckley,,,,,,,,,
55,,,090,Wisconsin,State Leg (Lower),State House District 90,49.0,,,,,,,,,,,
55,,,091,Wisconsin,State Leg (Lower),State House District 91,69.0,Jodi Emerson (incumbent),Michele Magadance Skinner,,,,,,,,,
55,,,092,Wisconsin,State Leg (Lower),State House District 92,100.0,Joe Plouff,Clint Moses (incumbent),,,,,,,,,
55,,,093,Wisconsin,State Leg (Lower),State House District 93,52.0,,,,,,,,,,,
55,,,094,Wisconsin,State Leg (Lower),State House District 94,99.0,Steve Doyle (incumbent),Ryan Huebsch,,,,,,,,,
55,,,095,Wisconsin,State Leg (Lower),State House District 95,44.0,,,,,,,,,,,
55,,,096,Wisconsin,State Leg (Lower),State House District 96,36.0,,,,,,,,,,,
55,,,097,Wisconsin,State Leg (Lower),State House District 97,4.0,,,,,,,,,,,
55,,,098,Wisconsin,State Leg (Lower),State House District 98,3.0,,,,,,,,,,,
55,,,099,Wisconsin,State Leg (Lower),State House District 99,4.0,,,,,,,,,,,
02,,,,Alaska,Democracy Repair,Ballot Measure 2,,,,,Ballot Measure 2: Repeal Top-Four Ranked-Choice Voting Initiative,Democracy Repair,https://ballotpedia.org/Alaska_Repeal_Top-Four_Ranked-Choice_Voting_Initiative_(2024),repeal top-four RCV from 2020,Replace existing top-four primaries with partisan primaries and eliminate ranked-choice general elections,voting policy measure,https://ballotpedia.org/Alaska_Repeal_Top-Four_Ranked-Choice_Voting_Initiative_(2024),https://www.alaskansforbetterelections.com/
02,,,,Alaska,Direct Democracy,Ballot Measure 1,,,,,Ballot Measure 1: Minimum Wage Increase and Paid Sick Leave Initiative,Direct Democracy,https://ballotpedia.org/Alaska_Minimum_Wage_Increase_and_Paid_Sick_Leave_Initiative_(2024),increase to $15 and require paid sick leave,Increase minimum wage to $15 per hour and offer ability for workers to accrue sick leave,other liberties,https://ballotpedia.org/Alaska_Minimum_Wage_Increase_and_Paid_Sick_Leave_Initiative_(2024),https://betterjobsforalaska.com/
04,,,,Arizona,Direct Democracy,Proposition 135,,,,,Proposition 135: Emergency Declarations Amendment,Direct Democracy,"https://ballotpedia.org/Arizona_Proposition_135,_Emergency_Declarations_Amendment_(2024)",provide for legislature to terminate or alter state of emergency power,Empower state legislature to terminate or extend governor's powers during state of emergency,state government,"https://ballotpedia.org/Arizona_Proposition_135,_Emergency_Declarations_Amendment_(2024)",
04,,,,Arizona,Democracy Repair,Proposition 137,,,,,Proposition 137: End Term Limits and Retention Elections for Supreme Court Justices and Superior Court Judges Amendment,Democracy Repair,"https://ballotpedia.org/Arizona_Proposition_137,_End_Term_Limits_and_Retention_Elections_for_Supreme_Court_Justices_and_Superior_Court_Judges_Amendment_(2024)",end term limits for state court judges with terms of good behavior and eliminate retention elections,End term limits and retention elections for state supreme and superior court judges,voting policy measure,"https://ballotpedia.org/Arizona_Proposition_137,_End_Term_Limits_and_Retention_Elections_for_Supreme_Court_Justices_and_Superior_Court_Judges_Amendment_(2024)",
04,,,,Arizona,Direct Democracy,Proposition 314,,,,,Proposition 314: Immigration and Border Law Enforcement Measure,Direct Democracy,"https://ballotpedia.org/Arizona_Proposition_314,_Immigration_and_Border_Law_Enforcement_Measure_(2024)",allow state and local police to arrest noncitizens,Enable arrests of noncitizens for unlawful border crossings and state-ordered deportations,other liberties,"https://ballotpedia.org/Arizona_Proposition_314,_Immigration_and_Border_Law_Enforcement_Measure_(2024)",
04,,,,Arizona,Democracy Repair,Proposition 136,,,,,Proposition 136: Legal Challenges to Constitutionality of Initiatives Amendment,Democracy Repair,"https://ballotpedia.org/Arizona_Proposition_136,_Legal_Challenges_to_Constitutionality_of_Initiatives_Amendment_(2024)",provide for challenges to initiative measure or amendment with superior court,Allow any person to file court challenges to proposed ballot initiatives based on constitutionality,voting policy measure,"https://ballotpedia.org/Arizona_Proposition_136,_Legal_Challenges_to_Constitutionality_of_Initiatives_Amendment_(2024)",
04,,,,Arizona,Democracy Repair,Proposition 133,,,,,Proposition 133: Require Partisan Primaries and Prohibit Primaries Where Candidates Compete Regardless of Party Affiliation Amendment,Democracy Repair,"https://ballotpedia.org/Arizona_Proposition_133,_Require_Partisan_Primaries_and_Prohibit_Primaries_Where_Candidates_Compete_Regardless_of_Party_Affiliation_Amendment_(2024)",create partisan primaries for partisan offices and prohibit top-two or top-four primaries where candidates compete regardless of party ID,Adopt partisan primaries for partisan offices and prohibit blanket primaries,voting policy measure,"https://ballotpedia.org/Arizona_Proposition_133,_Require_Partisan_Primaries_and_Prohibit_Primaries_Where_Candidates_Compete_Regardless_of_Party_Affiliation_Amendment_(2024)",
04,,,,Arizona,Democracy Repair,Proposition 134,,,,,Proposition 134: Signature Distribution Requirement for Initiatives Amendment,Democracy Repair,"https://ballotpedia.org/Arizona_Proposition_134,_Signature_Distribution_Requirement_for_Initiatives_Amendment_(2024)",create signature distribution requirement for citizen-initiated ballot measures,Require citizen initiatives to receive signatures from all 30 legislative districts for ballot placement,voting policy measure,"https://ballotpedia.org/Arizona_Proposition_134,_Signature_Distribution_Requirement_for_Initiatives_Amendment_(2024)",
04,,,,Arizona,Direct Democracy,Proposition 138,,,,,Proposition 138: Wages for Tipped Workers Amendment,Direct Democracy,"https://ballotpedia.org/Arizona_Proposition_138,_Wages_for_Tipped_Workers_Amendment_(2024)",allow for tipped workers to be paid 25% less per hour if any tips were not less than minimum wage plus $2/hours worked,Allow employers to pay tipped workers less than minimum wage per hour based on total take-home pay,other liberties,"https://ballotpedia.org/Arizona_Proposition_138,_Wages_for_Tipped_Workers_Amendment_(2024)",
04,,,,Arizona,Direct Democracy,Proposition 315,,,,,Proposition 315: Legislative Ratification of State Agency Rules that Increase Regulatory Costs Measure,Direct Democracy,"https://ballotpedia.org/Arizona_Proposition_315,_Legislative_Ratification_of_State_Agency_Rules_that_Increase_Regulatory_Costs_Measure_(2024)","prohibit proposed rule from being effective if rule will increase regulatory costs by more that $500,000 within five years of implementation",Prohibit proposed rules exceeding cost limit from taking effect,state government,"https://ballotpedia.org/Arizona_Proposition_315,_Legislative_Ratification_of_State_Agency_Rules_that_Increase_Regulatory_Costs_Measure_(2024)",
04,,,,Arizona,Reproductive Rights,Proposition 139,,,,,Proposition 139: Right to Abortion Initiative,Reproductive Rights,"https://ballotpedia.org/Arizona_Proposition_139,_Right_to_Abortion_Initiative_(2024)",establish the fundamental right to abortion that the state may not interfere with before point of fetal viability,Establish state constitutional right to abortion before point of fetal viability,abortion,https://ballotpedia.org/Arizona_Right_to_Abortion_Initiative_(2024),https://www.arizonaforabortionaccess.org/
04,,,,Arizona,Direct Democracy,Proposition 140,,,,,Proposition 140: Single Primary for All Candidates and Possible RCV General Election Initiative,Direct Democracy,"https://ballotpedia.org/Arizona_Proposition_140,_Single_Primary_for_All_Candidates_and_Possible_RCV_General_Election_Initiative_(2024)",replace partisan primaries with blanket primaries and set majority-vote requirement for general election winners,Switch to blanket primaries and require majority of votes to win general election,voting policy measure,"https://ballotpedia.org/Arizona_Proposition_140,_Single_Primary_for_All_Candidates_and_Possible_RCV_General_Election_Initiative_(2024)",https://www.makeelectionsfairaz.com/
06,,,,California,Direct Democracy,Proposition 32,,,,,Proposition 32: $18 Minimum Wage Initiative,Direct Democracy,"https://ballotpedia.org/California_Proposition_32,_$18_Minimum_Wage_Initiative_(2024)",Increase minimum wage to $18 per hour and tie annual increases to cost of living,Increase minimum wage to $18 per hour and tie annual increases to cost of living,other liberties,"https://ballotpedia.org/California_Proposition_32,_$18_Minimum_Wage_Initiative_(2024)",https://livingwageact.com/
06,,,,California,Civil Liberties,Proposition 3,,,,,Proposition 3: Right to Marry and Repeal Proposition 8 Amendment,Civil Liberties,"https://ballotpedia.org/California_Proposition_3,_Right_to_Marry_and_Repeal_Proposition_8_Amendment_(2024)",repeal proposition 8 and establish right to marry,Repeal Proposition 8's definition of marriage and create constitutional right to marry,other liberties,"https://ballotpedia.org/California_Proposition_3,_Right_to_Marry_and_Repeal_Proposition_8_Amendment_(2024)",http://www.freedomtomarry.org/
06,,,,California,Direct Democracy,Proposition 5,,,,,Proposition 5: Lower Supermajority Requirement to 55% for Local Bond Measures to Fund Housing and Public Infrastructure Amendment,Direct Democracy,"https://ballotpedia.org/California_Proposition_5,_Lower_Supermajority_Requirement_to_55%25_for_Local_Bond_Measures_to_Fund_Housing_and_Public_Infrastructure_Amendment_(2024)",lower the vote threshold for local bond measures related to housing and public infrastructure from 66.67% to 55%,Decrease the vote threshold for approval of local bond measures related to housing and public infrastructure,voting policy measure,"https://ballotpedia.org/California_Proposition_5,_Lower_Supermajority_Requirement_to_55%25_for_Local_Bond_Measures_to_Fund_Housing_and_Public_Infrastructure_Amendment_(2024)",
08,,,,Colorado,Democracy Repair,Amendment H,,,,,Amendment H: Independent Judicial Discipline Adjudicative Board Amendment,Democracy Repair,https://ballotpedia.org/Colorado_Independent_Judicial_Discipline_Adjudicative_Board_Amendment_(2024),creates independent judicial discipline adjudicative board,Create 12-member independent board for judicial disciplinary hearings and actions,state government,https://ballotpedia.org/Colorado_Independent_Judicial_Discipline_Adjudicative_Board_Amendment_(2024),
08,,,,Colorado,Civil Liberties,Amendment J,,,,,Amendment J: Remove Constitutional Same-Sex Marriage Ban Amendment,Civil Liberties,https://ballotpedia.org/Colorado_Remove_Constitutional_Same-Sex_Marriage_Ban_Amendment_(2024),remove provision of state constitution on same-sex marriage,Eliminate constitutional language limiting marriage to one man and one woman,other liberties,https://ballotpedia.org/Colorado_Remove_Constitutional_Same-Sex_Marriage_Ban_Amendment_(2024),https://www.freedomtomarryco.com/
08,,,,Colorado,Reproductive Rights,Amendment 79,,,,,Amendment 79: Right to Abortion and Health Insurance Coverage Initiative,Reproductive Rights,https://ballotpedia.org/Colorado_Right_to_Abortion_and_Health_Insurance_Coverage_Initiative_(2024),create right to abortion in state constitution and repeal provision banning use of public funds for abortion,Establish a constitutional right to abortion and allow abortion to be covered by state health insurance plans,abortion,https://ballotpedia.org/Colorado_Right_to_Abortion_and_Health_Insurance_Coverage_Initiative_(2024),https://coloradansforreproductivefreedom.com/
08,,,,Colorado,Civil Liberties,Proposition KK,,,,,Proposition KK: Excise Tax on Firearms Dealers Manufacturers and Ammunition Vendors Measure,Civil Liberties,"https://ballotpedia.org/Colorado_Sales_Tax_on_Firearms_Dealers,_Manufacturers,_and_Ammunition_Vendors_Measure_(2024)","levy excise tax on gun and ammunition sales across dealers, manufacturers, vendors; fund other programs including crime victim services and education programs",Apply sales tax on firearms and ammunition sales to fund crime victim services,other liberties,"https://ballotpedia.org/Colorado_Sales_Tax_on_Firearms_Dealers,_Manufacturers,_and_Ammunition_Vendors_Measure_(2024)",https://yesonpropkk.com/
08,,,,Colorado,Democracy Repair,Proposition 131,,,,,Proposition 131: Top-Four Ranked-Choice Voting Initiative,Democracy Repair,https://ballotpedia.org/Colorado_Top-Four_Ranked-Choice_Voting_Initiative_(2024),use final-four all-candidate primaries and ranked-choice general elections for state and federal elections by 2028,Implement top-four blanket primaries and ranked-choice general elections for state and federal offices,voting policy measure,https://ballotpedia.org/Colorado_Top-Four_Ranked-Choice_Voting_Initiative_(2024),https://www.rankedvote.co/locations/colorado/final-four-open-all-candidate-primaries-ranked-choice-voting-in-colorado
09,,,,Connecticut,Democracy Repair,No-Excuse Absentee Voting Amendment,,,,,No-Excuse Absentee Voting Amendment,Democracy Repair,https://ballotpedia.org/Connecticut_No-Excuse_Absentee_Voting_Amendment_(2024),authorize state legislature to provide no-excuse absentee voting,Enable absentee balloting without requiring voter proof of absence or impairment,voting policy measure,https://ballotpedia.org/Connecticut_No-Excuse_Absentee_Voting_Amendment_(2024),
11,,,,District of Columbia,Democracy Repair,Initiative 83,,,,,Initiative 83: Ranked-Choice Voting Initiative,Democracy Repair,"https://ballotpedia.org/Washington,_D.C.,_Initiative_83,_Ranked-Choice_Voting_Initiative_(November_2024)",create a semi-open primary system in addition to RCV,Implement ranked-choice voting and allow unaffiliated voters to vote in partisan primaries,voting policy measure,"https://ballotpedia.org/Washington,_D.C.,_Initiative_83,_Ranked-Choice_Voting_Initiative_(November_2024)",https://makeallvotescountdc.org/
12,,,,Florida,Democracy Repair,Amendment 1,,,,,Amendment 1: Partisan School Board Elections Amendment,Democracy Repair,"https://ballotpedia.org/Florida_Amendment_1,_Partisan_School_Board_Elections_Amendment_(2024)","change to partisan elections on school board, general, and primary elections beginning 2026",Adopt partisan elections for school boards starting in 2026,voting policy measure,"https://ballotpedia.org/Florida_Amendment_1,_Partisan_School_Board_Elections_Amendment_(2024)",https://strongflschools.com/
12,,,,Florida,Civil Liberties,Amendment 3,,,,,Amendment 3: Marijuana Legalization Initiative,Civil Liberties,"https://ballotpedia.org/Florida_Amendment_3,_Marijuana_Legalization_Initiative_(2024)",legalize marijuana for 21 and older adults,Legalize marijuana use for those aged 21 and older,other liberties,"https://ballotpedia.org/Florida_Amendment_3,_Marijuana_Legalization_Initiative_(2024)",https://smartandsafeflorida.com/
12,,,,Florida,Reproductive Rights,Amendment 4,,,,,Amendment 4: Right to Abortion Initiative,Reproductive Rights,"https://ballotpedia.org/Florida_Amendment_4,_Right_to_Abortion_Initiative_(2024)",establish constitutional right to abortion before fetal viability (estimated around 24 weeks) or when necessary for patient's health,Establish a constitutional right to abortion before fetal viability,abortion,"https://ballotpedia.org/Florida_Amendment_4,_Right_to_Abortion_Initiative_(2024)",https://floridiansprotectingfreedom.com/
12,,,,Florida,Democracy Repair,Amendment 6,,,,,Amendment 6: Repeal of Public Financing for Statewide Campaigns Amendment,Democracy Repair,"https://ballotpedia.org/Florida_Amendment_6,_Repeal_of_Public_Financing_for_Statewide_Campaigns_Amendment_(2024)",repeal constitutional provision providing for public campaign financing for candidates,Repeal state constitutional provision for public campaign financing,other liberties,"https://ballotpedia.org/Florida_Amendment_6,_Repeal_of_Public_Financing_for_Statewide_Campaigns_Amendment_(2024)",
13,,,,Georgia,Direct Democracy,Creation of Tax Court Amendment,,,,,Creation of Tax Court Amendment,Direct Democracy,https://ballotpedia.org/Georgia_Creation_of_Tax_Court_Amendment_(2024),provide georgia tax court with statewide judicial power,Establish a Georgia Tax Court with jurisdiction concurrent with state superior courts,state government,https://ballotpedia.org/Georgia_Creation_of_Tax_Court_Amendment_(2024),
15,,,,Hawaii,Democracy Repair,Judicial Appointments and Confirmations Amendment,,,,,Judicial Appointments and Confirmations Amendment,Democracy Repair,https://ballotpedia.org/Hawaii_Judicial_Appointments_and_Confirmations_Amendment_(2024),change process for appointing and confirming district court judges to mirror SC and other higher court judges,Align district court judge appointments with process used for supreme court justices,state government,https://ballotpedia.org/Hawaii_Judicial_Appointments_and_Confirmations_Amendment_(2024),
15,,,,Hawaii,Civil Liberties,Remove Legislative Authority to Limit Marriage to Opposite-Sex Couples Amendment,,,,,Remove Legislative Authority to Limit Marriage to Opposite-Sex Couples Amendment,Civil Liberties,https://ballotpedia.org/Hawaii_Remove_Legislature_Authority_to_Limit_Marriage_to_Opposite-Sex_Couples_Amendment_(2024),remove provision of state constitution on same-sex marriage,Eliminate state legislative power to limit marriage to opposite-sex couples,other liberties,https://ballotpedia.org/Hawaii_Remove_Legislature_Authority_to_Limit_Marriage_to_Opposite-Sex_Couples_Amendment_(2024),https://www.yesformarriage.org/
16,,,,Idaho,Democracy Repair,Proposition 1,,,,,Proposition 1: Top-Four Ranked-Choice Voting Initiative,Democracy Repair,https://ballotpedia.org/Idaho_Top-Four_Ranked-Choice_Voting_Initiative_(2024),replace partisan primaries with open top-four primaries across races and establish ranked-choice voting for general elections,Implement top-four blanket primaries and ranked-choice voting for general elections,voting policy measure,https://ballotpedia.org/Idaho_Top-Four_Ranked-Choice_Voting_Initiative_(2024),https://yesforopenprimaries.com/
17,,,,Illinois,Reproductive Rights,Assisted Reproductive Healthcare Advisory Question,,,,,Assisted Reproductive Healthcare Advisory Question,reproductive health,https://ballotpedia.org/Illinois_Assisted_Reproductive_Healthcare_Advisory_Question_(2024),advise state officials on whether to provide for reproductive treatments to be covered by any health insurance plan,Advise state officials on health insurance coverage of medically assisted reproductive treatments,abortion,https://ballotpedia.org/Illinois_Assisted_Reproductive_Healthcare_Advisory_Question_(2024),
17,,,,Illinois,Democracy Repair,Penalties for Candidate Interference with Election Worker's Duties Advisory Question,,,,,Penalties for Candidate Interference with Election Worker's Duties Advisory Question,Democracy Repair,https://ballotpedia.org/Illinois_Penalties_for_Candidate_Interference_with_Election_Worker%27s_Duties_Advisory_Question_(2024),advise state officials on whether to establish civil penalties for election interference,Advise state officials on civil penalties for candidate interference of election worker duties,other liberties,https://ballotpedia.org/Illinois_Penalties_for_Candidate_Interference_with_Election_Worker%27s_Duties_Advisory_Question_(2024),
18,,,,Indiana,Direct Democracy,Remove Superintendent of Public Instruction from Gubernatorial Line of Succession Amendment,,,,,Remove Superintendent of Public Instruction from Gubernatorial Line of Succession Amendment,Direct Democracy,https://ballotpedia.org/Indiana_Remove_Superintendent_of_Public_Instruction_from_Gubernatorial_Line_of_Succession_Amendment_(2024),remove the superintendent of public instruction for gubernatorial succession,Remove the now-abolished office of superintendent of public instruction from the constitution's order of succession,state government,https://ballotpedia.org/Indiana_Remove_Superintendent_of_Public_Instruction_from_Gubernatorial_Line_of_Succession_Amendment_(2024),
19,,,,Iowa,Democracy Repair,Require Citizenship to Vote in State Elections and Allow 17-year-olds to Vote in Primaries Amendment,,,,,Require Citizenship to Vote in State Elections and Allow 17-year-olds to Vote in Primaries Amendment,Democracy Repair,https://ballotpedia.org/Iowa_Require_Citizenship_to_Vote_in_Elections_and_Allow_17-Year-Olds_to_Vote_in_Primaries_Amendment_(2024),changes constitution to only citizens being able to vote and provides 17 year olds who will be 18 can vote,Allow voting by 17-year olds who turn 18 by the general election date and require U.S. citizenship for voting,voting policy measure,https://ballotpedia.org/Iowa_Require_Citizenship_to_Vote_in_Elections_and_Allow_17-Year-Olds_to_Vote_in_Primaries_Amendment_(2024),
19,,,,Iowa,Direct Democracy,Gubernatorial Succession Amendment,,,,,Gubernatorial Succession Amendment,Direct Democracy,https://ballotpedia.org/Iowa_Gubernatorial_Succession_Amendment_(2024),"Provides that lieutenant governor assumes office of governor for remainder of term if governor dies, resigns, or is removed",Authorize lieutenant governor to complete resigned or removed governor's term and appoint new lieutenant governor,state government,https://ballotpedia.org/Iowa_Gubernatorial_Succession_Amendment_(2024),
23,,,,Maine,Democracy Repair,Question 1,,,,,Question 1: Limit Contributions to Super PACs Initiative,Democracy Repair,https://ballotpedia.org/Maine_Limit_Contributions_to_Super_PACs_Initiative_(2024),limit campaign contributions to $5000 from individuals and PACs that make independent expenditures,Establish annual limits on contributions to super PACs making independent expenditures,other liberties,https://ballotpedia.org/Maine_Limit_Contributions_to_Super_PACs_Initiative_(2024),https://www.citizenstoendsuperpacs.org/
24,,,,Maryland,Reproductive Rights,Right to Reproductive Freedom Amendment,,,,,Question 1: Right to Reproductive Freedom Amendment,Reproductive Rights,https://ballotpedia.org/Maryland_Right_to_Reproductive_Freedom_Amendment_(2024),establishes right to reproductive freedom in state constitution,Add the right to reproductive freedom to the state constitution,abortion,https://ballotpedia.org/Maryland_Right_to_Reproductive_Freedom_Amendment_(2024),https://mdreprofreedom.com/
25,,,,Massachusetts,Direct Democracy,Question 1,,,,,Question 1: Authorization of State Auditor to Audit General Court Initiative,Direct Democracy,https://ballotpedia.org/Massachusetts_Authorization_of_State_Auditor_to_Audit_General_Court_Initiative_(2024),authorize state auditor to audit state legislature and remove some regulations regarding auditing,Authorize state auditor review of state legislative accounts and programs,state government,https://ballotpedia.org/Massachusetts_Authorization_of_State_Auditor_to_Audit_General_Court_Initiative_(2024),
25,,,,Massachusetts,Direct Democracy,Question 5,,,,,Question 5: Minimum Wage for Tipped Employees Initiative,Direct Democracy,https://ballotpedia.org/Massachusetts_Minimum_Wage_for_Tipped_Employees_Initiative_(2024),gradually increase minimum wage for tipped workers up to 2029,Match the minimum wage of tipped employees to the state minimum wage by 2029,other liberties,https://ballotpedia.org/Massachusetts_Minimum_Wage_for_Tipped_Employees_Initiative_(2024),https://www.fairwageplustipsma.com/
25,,,,Massachusetts,Civil Liberties,Question 4,,,,,Question 4: Regulated Access to Psychedelic Substances Initiative,Civil Liberties,"https://ballotpedia.org/Massachusetts_Question_4,_Regulated_Access_to_Psychedelic_Substances_Initiative_(2024)",allow limited personal use of psychedelic substances for those aged 21 and older and apply an additional sales tax,Legalize personal use of limited amounts of psychedelic drugs and apply 15% tax on sales,other liberties,"https://ballotpedia.org/Massachusetts_Question_4,_Regulated_Access_to_Psychedelic_Substances_Initiative_(2024)",https://maformentalhealth.org/
29,,,,Missouri,Democracy Repair,Amendment 7,,,,,Amendment 7: Require Citizenship to Vote and Prohibit Ranked-Choice Voting Amendment,Democracy Repair,https://ballotpedia.org/Missouri_Require_Citizenship_to_Vote_and_Prohibit_Ranked-Choice_Voting_Amendment_(2024),establish that only citizens who are Missouri residents can vote and prohibits RCV,Require U.S. citizenship for voting rights and prohibit ranked-choice voting,voting policy measure,https://ballotpedia.org/Missouri_Require_Citizenship_to_Vote_and_Prohibit_Ranked-Choice_Voting_Amendment_(2024),https://www.betterballotkc.org/
29,,,,Missouri,Direct Democracy,Proposition A,,,,,Proposition A: Minimum Wage and Earned Paid Sick Time Initiative,Direct Democracy,"https://ballotpedia.org/Missouri_Proposition_A,_Minimum_Wage_and_Earned_Paid_Sick_Time_Initiative_(2024)",increase minimum wage to $15 per hour by 2026 and require employers to offer one hour of paid sick leave per 30 hours worked,Set a minimum wage of $15 per hour by 2026 and paid sick leave requirement,other liberties,"https://ballotpedia.org/Missouri_Proposition_A,_Minimum_Wage_and_Earned_Paid_Sick_Time_Initiative_(2024)",https://mohealthyfamilies.org/
29,,,,Missouri,Reproductive Rights,Amendment 3,,,,,Amendment 3: Right to Reproductive Freedom Initiative,Reproductive Rights,"https://ballotpedia.org/Missouri_Amendment_3,_Right_to_Reproductive_Freedom_Initiative_(2024)",add a right to reproductive freedom to the state constitution and allow state legislative regulations of abortion after fetal viabililty,Establish a constitutional right to reproductive freedom,abortion,"https://ballotpedia.org/Missouri_Amendment_3,_Right_to_Reproductive_Freedom_Initiative_(2024)",https://moconstitutionalfreedom.org/
30,,,,Montana,Democracy Repair,CI-126,,,,,CI-126: Top-Four Primary Initiative,Democracy Repair,https://ballotpedia.org/Montana_Top-Four_Primary_Initiative_(2024),introduce top-four blanket primaries for state and congressional elections,Introduce top-four blanket primaries for state and congressional elections,voting policy measure,https://ballotpedia.org/Montana_Top-Four_Primary_Initiative_(2024),https://yeson126mt.com/
